rain_bucket_mm,predicted_speed_drop_pct,predicted_aqi_drop_pct,predicted_congestion_bump_pct,confidence_score,sample_size,trained_at
15.0,18.51021459175462,87.09806641950293,9.902148435067438,0.1,1000,2026-07-02T20:01:43.927163+00:00
20.0,18.51021459175462,87.09806641950293,9.902148435067438,0.1,1000,2026-07-02T20:01:43.927170+00:00
25.0,18.51021459175462,87.09806641950293,9.902148435067438,0.1,1000,2026-07-02T20:01:43.927186+00:00
0.0,0.0,0.0,0.0,0.1,1000,2026-07-03T20:01:23.160442+00:00
1.0,0.0,2.3682847481336986,0.0,0.1,1000,2026-07-03T20:01:23.160468+00:00
2.5,0.0,5.920711870334246,0.0,0.1,1000,2026-07-03T20:01:23.160476+00:00
5.0,67.64393168181151,11.841423740668482,55.1526072533145,0.1,1000,2026-07-03T20:01:23.160483+00:00
10.0,67.64393168181151,23.682847481336974,55.1526072533145,0.1,1000,2026-07-03T20:01:23.160490+00:00
15.0,67.64393168181151,35.524271222005446,55.1526072533145,0.1,1000,2026-07-03T20:01:23.160496+00:00
20.0,67.64393168181151,47.365694962673935,55.1526072533145,0.1,1000,2026-07-03T20:01:23.160502+00:00
25.0,67.64393168181151,59.207118703342424,55.1526072533145,0.1,1000,2026-07-03T20:01:23.160517+00:00
0.0,0.0,0.0,0.0,0.1,1000,2026-07-04T20:01:47.816239+00:00
1.0,5.402729192494029,0.0,2.6714726877825896,0.1,1000,2026-07-04T20:01:47.816263+00:00
2.5,10.327112105925261,0.0,5.13550874406036,0.1,1000,2026-07-04T20:01:47.816271+00:00
5.0,10.327112105925261,0.0,5.13550874406036,0.1,1000,2026-07-04T20:01:47.816277+00:00
10.0,10.327112105925261,0.0,5.13550874406036,0.1,1000,2026-07-04T20:01:47.816284+00:00
15.0,10.327112105925261,0.0,5.13550874406036,0.1,1000,2026-07-04T20:01:47.816290+00:00
20.0,10.327112105925261,0.0,5.13550874406036,0.1,1000,2026-07-04T20:01:47.816296+00:00
25.0,10.327112105925261,0.0,5.13550874406036,0.1,1000,2026-07-04T20:01:47.816312+00:00
0.0,0.0,0.0,0.0,0.1,1000,2026-07-05T20:01:30.673158+00:00
1.0,0.0,7.267291577111143,0.0,0.1,1000,2026-07-05T20:01:30.673182+00:00
2.5,0.0,18.16822894277786,0.0,0.1,1000,2026-07-05T20:01:30.673189+00:00
5.0,0.0,36.33645788555573,0.0,0.1,1000,2026-07-05T20:01:30.673196+00:00
10.0,0.0,72.67291577111146,0.0,0.1,1000,2026-07-05T20:01:30.673202+00:00
15.0,0.0,73.39823911372592,0.0,0.1,1000,2026-07-05T20:01:30.673209+00:00
20.0,0.0,73.39823911372592,0.0,0.1,1000,2026-07-05T20:01:30.673215+00:00
25.0,0.0,73.39823911372592,0.0,0.1,1000,2026-07-05T20:01:30.673230+00:00
0.0,0.0,0.0,0.0,0.1,1000,2026-07-06T20:01:47.458258+00:00
1.0,0.0,5.088238544552285,0.0,0.1,1000,2026-07-06T20:01:47.458304+00:00
2.5,0.0,12.720596361380709,0.0,0.1,1000,2026-07-06T20:01:47.458314+00:00
5.0,3.0751316371667867,25.44119272276143,1.4466181492408268,0.1,1000,2026-07-06T20:01:47.458321+00:00
10.0,67.49902531319385,50.88238544552286,54.84946892123702,0.1,1000,2026-07-06T20:01:47.458328+00:00
15.0,67.49902531319385,72.32602091384696,54.84946892123702,0.1,1000,2026-07-06T20:01:47.458334+00:00
20.0,67.49902531319385,72.32602091384696,54.84946892123702,0.1,1000,2026-07-06T20:01:47.458340+00:00
25.0,67.49902531319385,72.32602091384696,54.84946892123702,0.1,1000,2026-07-06T20:01:47.458356+00:00
0.0,0.0,0.0,0.0,0.1,1000,2026-07-07T20:01:41.179857+00:00
1.0,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179883+00:00
2.5,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179891+00:00
5.0,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179897+00:00
10.0,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179903+00:00
15.0,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179909+00:00
20.0,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179914+00:00
25.0,0.9428578797169798,0.0,0.6710439683235023,0.1,1000,2026-07-07T20:01:41.179932+00:00
